case_id,sentence,label
2006_A_36,no costs.,JUDGMENT
1996_T_169,the appeal is accordingly dismissed but in the circumstances without costs.,JUDGMENT
2014_R_41,in view of the above criminal appeal no 867 of 2013 is allowed and criminal appeal nos 822 of 2012589 of 2014 and criminal appeal arising out of slp criminal no 3737 of 2014 are dismissed.,JUDGMENT
2007_C_121,appeals dismissed.,JUDGMENT
2009_B_16,appeal dismissed.,JUDGMENT
1977_P_19,appeal dismissed.,JUDGMENT
2007_B_76,appeal dismissed.,JUDGMENT
1994_S_246,it would be open to the state government to fix tentatively the inter se seniority in the temporary posts according to the ratio between the direct recruits and the promotees in the same manner of filling the substantive posts as indicated above.,JUDGMENT
1994_S_246,the state government is directed to undertake fresh exercise in the light of the above directions and complete the same within a period of four months from the date of the receipt of the order.,JUDGMENT
1987_S_26,appeal allowed.,JUDGMENT
1953_S_23,the shebait for the time being is the only person competent to safeguard the interests of the idol his possession of the dedicated property is the possession of the idol whose sevait he is and no dealing of his with the property dedicated to the idol could afford the basis of a claim by him for adverse possession of the property against the idol.,JUDGMENT
2010_J_55,the parties shall bear their own costs.,JUDGMENT
2007_C_121,appeals dismissed.,JUDGMENT
2014_R_41,his bail bonds stand cancelled and sureties are discharged.,JUDGMENT
1994_S_246,after exhausting the exercise the remaining candidates awaiting appointment would continue to be temporary until they get due placement or fixation of their seniority.,JUDGMENT
2014_R_41,appeals disposed of.,JUDGMENT
1954_M_25,the appeal will accordingly be allowed with costs.,JUDGMENT
2015_J_10,307 ipc is confirmed and the sentence of imprisonment of five years is reduced to the period already undergone and additionally the second accused shall pay a compensation of rs 750000 to the injured witness sukhbir.,JUDGMENT
2014_J_33,after determination of liabilities and adjustment of the dues which is payable by the company if any amount is found payable to the company the appellant shall pay the amount within four months from the date of determination.,JUDGMENT
2007_S_632,no costs.,JUDGMENT
1994_S_246,the contempt petitions are accordingly disposed of.,JUDGMENT
2009_S_146,the appeal stands disposed of in terms of aforesaid order.,JUDGMENT
2001_S_1131,he is acquitted of the charges framed against him.,JUDGMENT
2015_S_368,the division bench of the bombay high court has elaborately discussed the question and passed the impugned order holding that section 257 confers jurisdiction to the state government to entertain its revision against the order passed by any revenue officer either in appeal or in revision.,JUDGMENT
1989_A_55,the respondent has been paid a sum of rs 104170 towards salary under the interim orders of this court.,JUDGMENT
2008_A_260,appeal disposed of.,JUDGMENT
2007_C_121,common law rights are left wholly unaffected.,JUDGMENT
2014_J_33,appeals dismissed.,JUDGMENT
1953_S_23,grey street by adverse possession.,JUDGMENT
2007_S_608,the appellant no 1 is in custody.,JUDGMENT
2001_S_1131,conviction of the accused appellant under sections 302 and 3762f of indian penal code is set aside.,JUDGMENT
2001_A_234,petition dismissed.,JUDGMENT
1987_M_123,appeal dismissed.,JUDGMENT
2015_J_10,raju shall undergo default sentence of one year.,JUDGMENT
2014_R_41,his bail bonds stand cancelled and sureties are discharged.,JUDGMENT
2008_P_8,it is set aside accordingly.,JUDGMENT
2007_C_121,it does however facilitate a remedy which may be enforced and obtained throughout the state and it established the record of facts affecting the right to the mark.,JUDGMENT
2015_J_10,307 ipc is confirmed and the sentence of imprisonment of five years is reduced to the period already undergone and additionally the second accused shall pay a compensation of rs 750000 to the injured witness sukhbir.,JUDGMENT
2008_S_549,appeal dismissed.,JUDGMENT
1989_A_55,now since the order of discharge is held to be valid the amount paid to the respondent is liable to be recovered from him but having regard to the facts and circumstances of the case and the hardship which could be caused to the respondent we direct the appellant not to recover the amount already paid to the respondent.,JUDGMENT
1987_M_123,in the aforesaid view of the matter this appeal must fail and is accordingly dismissed with costs.,JUDGMENT
2008_S_549,appeal dismissed.,JUDGMENT
1994_M_69,appeal dismissed.,JUDGMENT
2006_A_36,no costs.,JUDGMENT
1971_S_1,the fact that otwithstanding overwhelming evidence particularly of his own admission at the time he denies that there were ever any crops when delivery of possession of the land acquired was taken by him further reinforces the conclusion that he allowed the crops to be cut away with dishonest or fraudulent motive.,JUDGMENT
2007_S_632,the appeals are allowed.,JUDGMENT
2007_S_632,no costs.,JUDGMENT
2006_A_36,the appeal is allowed.,JUDGMENT
2014_J_33,the appeals c a nos 7126 7129 of 2003 filed by the commissioner meerut are dismissed.,JUDGMENT
2008_A_260,accordingly the two civil appeals filed by the appellant herein stand disposed of with no order as to costs.,JUDGMENT
2008_P_8,the board shall however proceed to determine afresh the application filed by the first in the light of the legal principles explained above.,JUDGMENT
2014_J_33,the appeals c a nos 7126 7129 of 2003 filed by the commissioner meerut are dismissed.,JUDGMENT
2014_R_41,in view of the above criminal appeal no 867 of 2013 is allowed and criminal appeal nos 822 of 2012589 of 2014 and criminal appeal arising out of slp criminal no 3737 of 2014 are dismissed.,JUDGMENT
1973_S_68,appeal dismissed.,JUDGMENT
1953_S_23,appeal dismissed.,JUDGMENT
2007_S_608,appeal allowed.,JUDGMENT
1994_S_246,it would be open to the state government to fix tentatively the inter se seniority in the temporary posts according to the ratio between the direct recruits and the promotees in the same manner of filling the substantive posts as indicated above.,JUDGMENT
2008_S_1411,for the reasons aforementioned the appeal is dismissed.,JUDGMENT
2009_S_146,his bail bonds shall stand cancelled and the appellant shall surrender immediately to serve out the remaining period of sentence.,JUDGMENT
2007_B_76,the registry is directed to communicate this order to the learned members of the arbitral tribunal to enable them to enter upon the reference and decide the matter as expeditiously as practicable.,JUDGMENT
2015_J_10,the conviction of a 1 section 325 ipc a 3 and a 4 section 323 ipc is confirmed and the sentence is reduced to the period already undergone by each of them.,JUDGMENT
2004_I_24,appeals dismissed.,JUDGMENT
2001_S_1131,he is acquitted of the charges framed against him.,JUDGMENT
2015_J_10,307 ipc is confirmed and the sentence of imprisonment of five years is reduced to the period already undergone and additionally the second accused shall pay a compensation of rs 750000 to the injured witness sukhbir.,JUDGMENT
1994_S_246,as and when the temporary posts are converted either into permanent posts or the vacancies arise due to superannuation of the senior officers they should be fixed in the respective vacancies and fitment made.,JUDGMENT
2006_A_36,the judgment of the high court therefore cannot be sustained.,JUDGMENT
2014_J_33,c a nos 6169 6171 of 2013c a nos 6172 6174 of 2013c a no 7122 of 2003c a nos 7123 7124 of 2003c a no 7125 of 2003 are allowed in terms of the directions as above.,JUDGMENT
1987_S_26,appeal allowed.,JUDGMENT
2007_C_121,it does however facilitate a remedy which may be enforced and obtained throughout the state and it established the record of facts affecting the right to the mark.,JUDGMENT
2011_I_16,he fairly admitted that out of the maximum period of one year the appellant had served only 52 days in prison.,ARGUMENT
1987_S_26,he has stated further that the suit premises were to be used for business and he could use it for any business and he joined in partnership with defendants nos 2 to 5 somewhere in 1961 to prepare neon signs and the defendants nos 2 to 5 were his partners and doing business in the suit premises.,ARGUMENT
2014_J_33,furthermore the state has not been able to produce any recovery certificate of any department showing any dues against the company.,ARGUMENT
2008_S_1411,appellant having a right over the remaining 200 sq m of the land of original plot no 178 should be allowed to continue thereupon and final allotment made in favour of the respondent no 3 to that extent should be cancelled.,ARGUMENT
1995_S_317,a 4 alleged false implication at the instance of pw 15 waman while a 8 alleged false implication at the hands of the police with a view to pressurise him to withdraw a complaint concerning the murder of his brother and 5 others allegedly committed by the police.,ARGUMENT
2006_A_36,the final order of detention was preceded not only on the basis of raids conducted in various premises recording of statements of a large number of witnesses carrying on intensive inquiries both within india and outside india obtaining test reports from three different laboratories but also the fact that despite notices appellant and his associates did not cooperate with the investigating authorities.,ARGUMENT
2004_I_24,furthermore from the reliefs claimed it would appear that the appellants had inter alia prayed for continuance of their services by the indore municipal corporation which knocks off the very basis of their claim.,ARGUMENT
1994_S_246,conservators forest as they were initially appointed to the substantive vacancies.,ARGUMENT
1995_S_317,a 4 alleged false implication at the instance of pw 15 waman while a 8 alleged false implication at the hands of the police with a view to pressurise him to withdraw a complaint concerning the murder of his brother and 5 others allegedly committed by the police.,ARGUMENT
1995_S_317,a 4 alleged false implication at the instance of pw 15 waman while a 8 alleged false implication at the hands of the police with a view to pressurise him to withdraw a complaint concerning the murder of his brother and 5 others allegedly committed by the police.,ARGUMENT
2014_J_33,till date there has not been a single determination adjudication by any court authority of any dues against the company nor is there any claim pending before any authority or before any court on date.,ARGUMENT
2008_C_166,additionally it is submitted that the prayer in the writ petition was to quash the order passed by the assistant commissioner commercial tax.,ARGUMENT
2007_C_121,the appellants claimed that it has been using the wrapper since beginning and since 1991 the use of the trade name or brand name meghraj has never been challenged.,ARGUMENT
2001_A_234,on these grounds the respondents contended that the suit of the petitioners is misconceived malicious and baseless and is liable to be dismissed.,ARGUMENT
2009_B_16,the form of copyright as regards dramatic work as has been held by the high court stating the same to be a part of the literary work is not correct as they connote two different things.,ARGUMENT
2006_A_136,respondents.,ARGUMENT
2004_C_129,in any event before withdrawal of the benefits no opportunity of hearing was granted.,ARGUMENT
1995_S_317,a 4 alleged false implication at the instance of pw 15 waman while a 8 alleged false implication at the hands of the police with a view to pressurise him to withdraw a complaint concerning the murder of his brother and 5 others allegedly committed by the police.,ARGUMENT
2000_V_80,w 49 was stated to be contradictory to the stand taken by the workmen all through.,ARGUMENT
1963_S_59,p c while conducting the examination of the respondents.,ARGUMENT
2006_A_136,respondents.,ARGUMENT
1995_S_317,a 9 also put forward a similar defence while a 10 alleged that the police had instituted a false case against him at the instance of narayan dhotare according to a 11also the witnesses had deposed falsely against him at the instance of narayan dhotare.,ARGUMENT
2009_B_16,the form of injunction granted in favour of the plaintiff respondent is not in terms of the provisions of the copyright act1957 as the appellant as an institution or otherwise is entitled to use the same in terms of clauses ai and l of sub section 1 of section 52 thereof.,ARGUMENT
2008_S_1411,appellant having a right over the remaining 200 sq m of the land of original plot no 178 should be allowed to continue thereupon and final allotment made in favour of the respondent no 3 to that extent should be cancelled.,ARGUMENT
2001_S_1131,presence of semen stain on underwear assuming that the underwear belonged to the accused though there is no evidence adduced in this regard is not by itself an incriminating piece of evidence connecting the accused with the crime in question.,ARGUMENT
2008_P_8,appellant 's counsel appeared on that date and inter alia contended that presently it was the registered owner of the trade mark which was sought to be cancelled.,ARGUMENT
2009_S_146,a scuffle started between the nephew and the uncle in which the accused persons also received injuries and therefore the right of private defence of the appellant was available and in that view of the matter the order of conviction and sentence is liable to be set aside.,ARGUMENT
2006_A_36,the final order of detention was preceded not only on the basis of raids conducted in various premises recording of statements of a large number of witnesses carrying on intensive inquiries both within india and outside india obtaining test reports from three different laboratories but also the fact that despite notices appellant and his associates did not cooperate with the investigating authorities.,ARGUMENT
2006_A_136,although in relation to a body corporate incorporated and registered under the indian companies act the doctrine of lifting the corporate veil would be applicable but the same can not be applied in case of individuals.,ARGUMENT
2009_S_146,a scuffle started between the nephew and the uncle in which the accused persons also received injuries and therefore the right of private defence of the appellant was available and in that view of the matter the order of conviction and sentence is liable to be set aside.,ARGUMENT
1963_S_59,3 irrelevant evidence was introduced and some evidence was introduced in a manner not authorised by the evidence act.,ARGUMENT
2010_J_55,he contended that the ipab erred in holding that software was a service and the subject registrations were in relation to goods without considering the wide definition of goods provided under section 2g of the 1958 act.,ARGUMENT
1994_S_246,treating them to be temporary as shown in the seniority list prepared by the state is in utter contempt of the directions in joshi case1.,ARGUMENT
2010_J_55,akhil sibal argued that the ipab committed grave error in relying upon the provisions of the 1999 act and the trade marks rules2002 when these provisions were not applicable as the applications were filed under the 1958 act.,ARGUMENT
2011_I_16,he fairly admitted that out of the maximum period of one year the appellant had served only 52 days in prison.,ARGUMENT
2014_J_33,till date there has not been a single determination adjudication by any court authority of any dues against the company nor is there any claim pending before any authority or before any court on date.,ARGUMENT
2004_I_24,furthermore from the reliefs claimed it would appear that the appellants had inter alia prayed for continuance of their services by the indore municipal corporation which knocks off the very basis of their claim.,ARGUMENT
1980_W_3,it is urged that the amendment results in the inclusion of a flat increase of rs 150 to each workman in the case of draughtsman and rs 100 to each workman in the case of other categories a result wholly unwarranted it is said by the intent of the original award and therefore falling beyond the jurisdiction of the tribunal.,ARGUMENT
2001_A_234,in the meanwhile the respondents contended that m s brook bond ltd who wanted to link up their commercial with 13 episodes and agreed to pay and paid the ruling market price.,ARGUMENT
1996_T_169,for over a long period the trade mark was not used by the respondents as its registered proprietor.,ARGUMENT
1995_S_317,a 9 also put forward a similar defence while a 10 alleged that the police had instituted a false case against him at the instance of narayan dhotare according to a 11also the witnesses had deposed falsely against him at the instance of narayan dhotare.,ARGUMENT
1994_S_246,conservator forest for the years 1973 74 to 1979 80 had taken place by a regularly constituted selection committee which selected 140 candidates for appointment.,ARGUMENT
1996_T_169,the respondents admittedly did not use the same.,ARGUMENT
2014_R_41,he did not even act as a guard because when the witness anil kumar pw 21 came to the house he was not even stopped by the accused from entering the house.,ARGUMENT
2009_B_16,the form of copyright as regards dramatic work as has been held by the high court stating the same to be a part of the literary work is not correct as they connote two different things.,ARGUMENT
2014_J_33,the grievance of the appellant state is that the high court while passing the impugned order has not noticed the liability incurred by the undertaking and the loan paid to the company.,ARGUMENT
2015_J_10,307 ipc.,ARGUMENT
2009_B_16,the form of copyright as regards dramatic work as has been held by the high court stating the same to be a part of the literary work is not correct as they connote two different things.,ARGUMENT
2015_J_10,307 ipc.,ARGUMENT
2001_A_234,it was also contended that the 2nd respondent is an artist and a film maker and has been in the field of film making for the past 20 years.,ARGUMENT
2000_C_151,in so far as institutions imparting technical education were concerned the university or the state government had no independent role to play except to the extent provided in the above said enactment in the present case the aicte had made inspections and was satisfied that the necessary infrastructure was available and that the appellant would be able to conform to the required standards of the education.,ARGUMENT
2009_B_16,the form of injunction granted in favour of the plaintiff respondent is not in terms of the provisions of the copyright act1957 as the appellant as an institution or otherwise is entitled to use the same in terms of clauses ai and l of sub section 1 of section 52 thereof.,ARGUMENT
2015_J_10,additionally the learned counsel contended that the defence plea of private defence was not considered by the courts below in proper perspective.,ARGUMENT
2009_B_16,the form of copyright as regards dramatic work as has been held by the high court stating the same to be a part of the literary work is not correct as they connote two different things.,ARGUMENT
2008_S_1411,appellant having a right over the remaining 200 sq m of the land of original plot no 178 should be allowed to continue thereupon and final allotment made in favour of the respondent no 3 to that extent should be cancelled.,ARGUMENT
2006_A_136,the liabilities of harshad mehta who was a sui generis could have been recovered from the properties held and possessed by him or from the companies floated by him but not from the individual entities at least two of whom being medical practitioners have their income from other sources.,ARGUMENT
2000_V_80,on behalf of the respondent heavy reliance was placed on this decision and also the decision of the high court in t gattaiahs case to contend that in running a canteen under section 46 of the act the appellant was discharging a public duty and therefore a writ of mandamus would lie against it.,ARGUMENT
1996_T_169,the respondents did not prove that they were prevented to use the same for 5 years or more preceding the date of the application.,ARGUMENT
2006_A_136,the books of accounts and other documents on the basis whereof the auditor 's report had been made having not been allowed to be inspected by the appellants herein on the plea that they had the knowledge thereabout the same could not have been taken into consideration for the purpose of passing of the impugned order or otherwise.,ARGUMENT
1963_S_59,if the evidence of the approver is left out the remaining evidence would be inadequate to sustain the prosecution case.,ARGUMENT
2004_C_129,in any event before withdrawal of the benefits no opportunity of hearing was granted.,ARGUMENT
2015_S_368,after migration the family took shelter at refugee camp of pimpri pune in maharashtra.,ARGUMENT
2008_P_8,appellant 's counsel appeared on that date and inter alia contended that presently it was the registered owner of the trade mark which was sought to be cancelled.,ARGUMENT
2004_C_129,in any event before withdrawal of the benefits no opportunity of hearing was granted.,ARGUMENT
2006_A_136,although in relation to a body corporate incorporated and registered under the indian companies act the doctrine of lifting the corporate veil would be applicable but the same can not be applied in case of individuals.,ARGUMENT
1954_M_25,without embarking upon a discussion as to the exact connotation of the expression social justice we may only observe that the concept of social justice does not emanate from the fanciful notions of any particular adjudicator but must be founded on a more solid foundation.,ARGUMENT
2009_B_16,the form of injunction granted in favour of the plaintiff respondent is not in terms of the provisions of the copyright act1957 as the appellant as an institution or otherwise is entitled to use the same in terms of clauses ai and l of sub section 1 of section 52 thereof.,ARGUMENT
1994_S_246,treating them to be temporary as shown in the seniority list prepared by the state is in utter contempt of the directions in joshi case1.,ARGUMENT
1994_S_246,treating them to be temporary as shown in the seniority list prepared by the state is in utter contempt of the directions in joshi case1.,ARGUMENT
2006_A_36,they initiated various civil proceedings from time to time obtained various interim orders and thus delay in passing the order of detention can not be said to have not been explained.,ARGUMENT
1980_W_3,considering the appeal of tata consulting engineers first the contention of learned counsel for the appellant is that having regard to the financial capacity of the appellant the tribunal erred in making the wage scales retrospective and in any event in ranging the retrospectivity back to 1st january1976.,ARGUMENT
2000_C_151,in so far as institutions imparting technical education were concerned the university or the state government had no independent role to play except to the extent provided in the above said enactment in the present case the aicte had made inspections and was satisfied that the necessary infrastructure was available and that the appellant would be able to conform to the required standards of the education.,ARGUMENT
2001_A_234,thus the respondents name was shown in the title of the said serial as the producer thereof right from the beginning of the said serial but the petitioners did not protest against the same.,ARGUMENT
1987_S_26,it is further stated that he had filed a civil suit to dissolve the partnership and to take account and his suit was pending in city civil court.,ARGUMENT
2010_J_55,learned counsel would submit that the appellant has for the first time argued before this court that the first respondent is not a person aggrieved andor not capable of maintaining the rectification proceedings with respect to each and every good for which the appellant has been registered since the first respondent has not been registered for all the goods.,ARGUMENT
2008_S_1411,a tenant having regard to the provisions of the transfer of property act or otherwise having an interest in the property can not be deprived therefrom without following the procedure established by law and without initiation of any proceedings for acquisition of land.,ARGUMENT
1994_S_246,conservators forest as they were initially appointed to the substantive vacancies.,ARGUMENT
2009_S_146,he also submitted that the high court has not given any reason for setting aside the appeal against acquittal which was passed after appreciating the entire evidence on record.,ARGUMENT
2010_J_55,he contended that the ipab erred in holding that software was a service and the subject registrations were in relation to goods without considering the wide definition of goods provided under section 2g of the 1958 act.,ARGUMENT
1987_S_26,he has stated further that the suit premises were to be used for business and he could use it for any business and he joined in partnership with defendants nos 2 to 5 somewhere in 1961 to prepare neon signs and the defendants nos 2 to 5 were his partners and doing business in the suit premises.,ARGUMENT
1953_S_23,the only thing which was urged by shri n c chatterjee in support of his contention was that the right to reside in the premises was given to the sevayats and that according to him detracted from the absolute character of the dedication.,ARGUMENT
2008_C_166,additionally it is submitted that the prayer in the writ petition was to quash the order passed by the assistant commissioner commercial tax.,ARGUMENT
2000_C_151,in so far as institutions imparting technical education were concerned the university or the state government had no independent role to play except to the extent provided in the above said enactment in the present case the aicte had made inspections and was satisfied that the necessary infrastructure was available and that the appellant would be able to conform to the required standards of the education.,ARGUMENT
2000_V_80,w 49 was stated to be contradictory to the stand taken by the workmen all through.,ARGUMENT
1963_S_59,further 64 documents were missing from the records when they came to the high court and that this has caused serious prejudice to the respondent.,ARGUMENT
2008_S_1411,the tenant 's interest being distinct and separate could not have been held to be merged with the interest of the landlord either for the purpose of allotment of a final plot or otherwise in favour of the landlord.,ARGUMENT
2014_J_33,till date there has not been a single determination adjudication by any court authority of any dues against the company nor is there any claim pending before any authority or before any court on date.,ARGUMENT
2008_S_1411,a tenant having regard to the provisions of the transfer of property act or otherwise having an interest in the property can not be deprived therefrom without following the procedure established by law and without initiation of any proceedings for acquisition of land.,ARGUMENT
2009_B_16,i the copyright in the literary work has been assigned by reason of the said will in favour of the respondent in terms of clause 12 of the will.,ARGUMENT
2006_A_136,although in relation to a body corporate incorporated and registered under the indian companies act the doctrine of lifting the corporate veil would be applicable but the same can not be applied in case of individuals.,ARGUMENT
1996_T_169,the respondents admittedly did not use the same.,ARGUMENT
2010_J_55,learned counsel would submit that in examining the question of non use under section 461bthe ipab failed to consider that the requisite use must be in relation to goods under registration which is extensively defined under section 22b of the 1958 act.,ARGUMENT
2001_S_1131,as regards the dried stain of semen on the appellant 's under pant the court observed that the accused was a grown up man of 30 years and no compelling inference could arise that the stain was caused during the course of the sexual assault committed by him on the victim girl.,ARGUMENT
1994_S_246,conservator forest for the years 1973 74 to 1979 80 had taken place by a regularly constituted selection committee which selected 140 candidates for appointment.,ARGUMENT
2015_S_368,after migration the family took shelter at refugee camp of pimpri pune in maharashtra.,ARGUMENT
1963_S_59,3 irrelevant evidence was introduced and some evidence was introduced in a manner not authorised by the evidence act.,ARGUMENT
1973_S_68,from the lands from which he was evicted he would be entitled to claim compensation for the improvements made by him.,ARGUMENT
2015_J_10,additionally the learned counsel contended that the defence plea of private defence was not considered by the courts below in proper perspective.,ARGUMENT
2001_A_234,in the meanwhile the respondents contended that m s brook bond ltd who wanted to link up their commercial with 13 episodes and agreed to pay and paid the ruling market price.,ARGUMENT
1994_S_246,conservator forest for the years 1973 74 to 1979 80 had taken place by a regularly constituted selection committee which selected 140 candidates for appointment.,ARGUMENT
2010_J_55,akhil sibal argued that the ipab committed grave error in relying upon the provisions of the 1999 act and the trade marks rules2002 when these provisions were not applicable as the applications were filed under the 1958 act.,ARGUMENT
1980_W_3,considering the appeal of tata consulting engineers first the contention of learned counsel for the appellant is that having regard to the financial capacity of the appellant the tribunal erred in making the wage scales retrospective and in any event in ranging the retrospectivity back to 1st january1976.,ARGUMENT
2001_A_234,thus the respondents name was shown in the title of the said serial as the producer thereof right from the beginning of the said serial but the petitioners did not protest against the same.,ARGUMENT
2014_J_33,the grievance of the appellant state is that the high court while passing the impugned order has not noticed the liability incurred by the undertaking and the loan paid to the company.,ARGUMENT
2001_A_234,in the meanwhile the respondents contended that m s brook bond ltd who wanted to link up their commercial with 13 episodes and agreed to pay and paid the ruling market price.,ARGUMENT
1987_C_108,order was a legislative activity and therefore not subject to any principle of natural justice.,ARGUMENT
1995_S_317,a 4 alleged false implication at the instance of pw 15 waman while a 8 alleged false implication at the hands of the police with a view to pressurise him to withdraw a complaint concerning the murder of his brother and 5 others allegedly committed by the police.,ARGUMENT
1980_W_3,the only contention of the workmen is that the tribunal should have fixed the dearness allowance in communion with the cost of living index.,ARGUMENT
1987_C_108,order was a legislative activity and therefore not subject to any principle of natural justice.,ARGUMENT
1963_S_59,further 64 documents were missing from the records when they came to the high court and that this has caused serious prejudice to the respondent.,ARGUMENT
2006_A_136,vi drawing our attention to a representative chart showing the discrepancies in the accounts of mrs deepika a mehta as shown in a affidavit by the custodian b books of accounts maintained by the appellants and c auditor 's report it was submitted that the auditor 's report could not have been relied upon.,ARGUMENT
2001_S_1131,presence of semen stain on underwear assuming that the underwear belonged to the accused though there is no evidence adduced in this regard is not by itself an incriminating piece of evidence connecting the accused with the crime in question.,ARGUMENT
1963_S_59,3 irrelevant evidence was introduced and some evidence was introduced in a manner not authorised by the evidence act.,ARGUMENT
1980_W_3,the only contention of the workmen is that the tribunal should have fixed the dearness allowance in communion with the cost of living index.,ARGUMENT
1963_S_59,further 64 documents were missing from the records when they came to the high court and that this has caused serious prejudice to the respondent.,ARGUMENT
2008_S_1411,the tenant 's interest being distinct and separate could not have been held to be merged with the interest of the landlord either for the purpose of allotment of a final plot or otherwise in favour of the landlord.,ARGUMENT
1994_S_246,conservator forest for the years 1973 74 to 1979 80 had taken place by a regularly constituted selection committee which selected 140 candidates for appointment.,ARGUMENT
2004_C_129,in any event before withdrawal of the benefits no opportunity of hearing was granted.,ARGUMENT
1994_S_246,treating them to be temporary as shown in the seniority list prepared by the state is in utter contempt of the directions in joshi case1.,ARGUMENT
2014_J_33,the grievance of the appellant state is that the high court while passing the impugned order has not noticed the liability incurred by the undertaking and the loan paid to the company.,ARGUMENT
1987_C_108,order was a legislative activity and therefore not subject to any principle of natural justice.,ARGUMENT
2001_S_1131,presence of semen stain on underwear assuming that the underwear belonged to the accused though there is no evidence adduced in this regard is not by itself an incriminating piece of evidence connecting the accused with the crime in question.,ARGUMENT
1995_S_317,a 4 alleged false implication at the instance of pw 15 waman while a 8 alleged false implication at the hands of the police with a view to pressurise him to withdraw a complaint concerning the murder of his brother and 5 others allegedly committed by the police.,ARGUMENT
2006_A_136,the books of accounts and other documents on the basis whereof the auditor 's report had been made having not been allowed to be inspected by the appellants herein on the plea that they had the knowledge thereabout the same could not have been taken into consideration for the purpose of passing of the impugned order or otherwise.,ARGUMENT
2006_A_36,they initiated various civil proceedings from time to time obtained various interim orders and thus delay in passing the order of detention can not be said to have not been explained.,ARGUMENT
1980_W_3,the only contention of the workmen is that the tribunal should have fixed the dearness allowance in communion with the cost of living index.,ARGUMENT
2006_A_136,the books of accounts and other documents on the basis whereof the auditor 's report had been made having not been allowed to be inspected by the appellants herein on the plea that they had the knowledge thereabout the same could not have been taken into consideration for the purpose of passing of the impugned order or otherwise.,ARGUMENT
2006_A_36,the final order of detention was preceded not only on the basis of raids conducted in various premises recording of statements of a large number of witnesses carrying on intensive inquiries both within india and outside india obtaining test reports from three different laboratories but also the fact that despite notices appellant and his associates did not cooperate with the investigating authorities.,ARGUMENT
2001_A_234,on these grounds the respondents contended that the suit of the petitioners is misconceived malicious and baseless and is liable to be dismissed.,ARGUMENT
2015_S_368,in view of enactment of displaced persons compensation and rehabilitation act1954 by the union of india the immovable properties left behind by muslims who had migrated to pakistan were acquired and the same was distributed to displaced persons as a compensation pool.,ARGUMENT
2010_J_55,he argued that the appellant has not taken the plea of the first respondent not being a person aggrieved with respect to filing of the applications for rectification before the ipab merely urging the plea that the first respondent has no locus standi in the written submissions before the ipab is not sufficient.,ARGUMENT
1996_T_169,the respondents admittedly did not use the same.,ARGUMENT
2006_A_136,ii having regard to the fact that only three entitles out of eight were involved in the offences the liability of harshad mehta could not have been clubbed for the purpose of directing attachment and consequent sale of the properties which exclusively belong to them.,ARGUMENT
2006_A_136,v the appellants having preferred appeals against the income tax orders of assessment passed by the authority and the same having been set aside no liability to pay income tax by the appellants as of now being existing the residential properties could not have been sold.,ARGUMENT
2001_S_1131,as regards the dried stain of semen on the appellant 's under pant the court observed that the accused was a grown up man of 30 years and no compelling inference could arise that the stain was caused during the course of the sexual assault committed by him on the victim girl.,ARGUMENT
2010_J_55,he argued that the appellant has not taken the plea of the first respondent not being a person aggrieved with respect to filing of the applications for rectification before the ipab merely urging the plea that the first respondent has no locus standi in the written submissions before the ipab is not sufficient.,ARGUMENT
2006_A_36,the final order of detention was preceded not only on the basis of raids conducted in various premises recording of statements of a large number of witnesses carrying on intensive inquiries both within india and outside india obtaining test reports from three different laboratories but also the fact that despite notices appellant and his associates did not cooperate with the investigating authorities.,ARGUMENT
2006_A_36,they initiated various civil proceedings from time to time obtained various interim orders and thus delay in passing the order of detention can not be said to have not been explained.,ARGUMENT
2006_A_136,v the appellants having preferred appeals against the income tax orders of assessment passed by the authority and the same having been set aside no liability to pay income tax by the appellants as of now being existing the residential properties could not have been sold.,ARGUMENT
1980_W_3,one is the retrospectivity attached to the revised wage scales and the other is the flat increase given to each employee of rs 150 in the category of draughtsmen and rs 100 in other categories resulting from the order dated 22nd december1978.,ARGUMENT
2001_S_1131,as regards the dried stain of semen on the appellant 's under pant the court observed that the accused was a grown up man of 30 years and no compelling inference could arise that the stain was caused during the course of the sexual assault committed by him on the victim girl.,ARGUMENT
2006_A_136,the books of accounts and other documents on the basis whereof the auditor 's report had been made having not been allowed to be inspected by the appellants herein on the plea that they had the knowledge thereabout the same could not have been taken into consideration for the purpose of passing of the impugned order or otherwise.,ARGUMENT
2004_C_129,in any event before withdrawal of the benefits no opportunity of hearing was granted.,ARGUMENT
2006_A_136,although in relation to a body corporate incorporated and registered under the indian companies act the doctrine of lifting the corporate veil would be applicable but the same can not be applied in case of individuals.,ARGUMENT
2004_C_129,in any event before withdrawal of the benefits no opportunity of hearing was granted.,ARGUMENT
2008_S_1411,a tenant having regard to the provisions of the transfer of property act or otherwise having an interest in the property can not be deprived therefrom without following the procedure established by law and without initiation of any proceedings for acquisition of land.,ARGUMENT
1963_S_59,further 64 documents were missing from the records when they came to the high court and that this has caused serious prejudice to the respondent.,ARGUMENT
2014_J_33,till date there has not been a single determination adjudication by any court authority of any dues against the company nor is there any claim pending before any authority or before any court on date.,ARGUMENT
1953_S_23,the only thing which was urged by shri n c chatterjee in support of his contention was that the right to reside in the premises was given to the sevayats and that according to him detracted from the absolute character of the dedication.,ARGUMENT
2015_J_10,307 ipc.,ARGUMENT
